-20166.880190489755	0.04750000000000001
-20190.158537122694	0.07261111111111108
-20190.781168861784	0.07283333333333332
-20172.095740675333	0.05930555555555554
-20168.157737174035	0.04647142857142858
-20173.86278861388	0.054972222222222214
-20169.268677301166	0.04821428571428571
-20169.244035072625	0.048257142857142866
-20171.55173659008	0.05918055555555556
-20173.11385313522	0.05904166666666668
-20175.05907738657	0.05884722222222224
-20172.131550073416	0.0498888888888889
-20180.396003292477	0.04819444444444444
-20180.663392611554	0.047902777777777766
-20170.052986885057	0.048557142857142875
-20175.922752106875	0.058375
-20173.977527855524	0.05856944444444444
-20181.72223341469	0.04912499999999998
-20181.798626967025	0.04920833333333332
-20196.975868599235	0.07575000000000001
-20194.604144783392	0.07627777777777776
-20194.39456900334	0.07638888888888885
-20181.592612642024	0.05356944444444442
-20184.85210571757	0.053125
